City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Lucknow,2020-06-03,74.39,157.07,16.78,41.02,57.8,30.25,1.04,15.97,37.02,4.33,5.16,0.75,185,Moderate
Lucknow,2020-06-04,85.59,159.69,18.23,38.46,56.69,26.46,1.11,12.23,39.8,3.79,5.7,2.27,192,Moderate
Lucknow,2020-06-05,61.79,118.5,16.26,33.52,49.78,14.56,1.09,16.58,35.22,1.94,8.7,0.13,151,Moderate
Lucknow,2020-06-06,65.16,125.72,20.31,40.01,60.32,16.19,1.08,9.42,33.96,1.75,9.2,0.96,159,Moderate
Lucknow,2020-06-07,66.01,124.62,17.18,37.45,54.63,26.27,1.0,17.4,32.85,0.36,1.19,1.17,159,Moderate
Lucknow,2020-06-08,62.53,140.52,16.99,34.43,51.42,6.56,1.01,16.92,33.93,1.3,2.9,0.68,164,Moderate
Lucknow,2020-06-09,79.07,153.86,18.37,43.35,61.72,9.49,1.01,13.39,31.28,2.34,11.17,1.24,177,Moderate
Lucknow,2020-06-10,53.3,102.27,18.7,42.72,61.42,14.31,0.89,12.15,40.96,0.65,11.23,1.95,135,Moderate
Lucknow,2020-06-11,72.3,133.21,18.6,39.65,58.25,5.91,1.25,13.76,38.35,2.94,7.8,0.52,168,Moderate
Lucknow,2020-06-12,68.56,102.4,16.76,38.3,55.06,29.28,0.8,11.96,42.78,0.4,3.72,0.21,147,Moderate
Lucknow,2020-06-13,61.09,119.67,18.01,39.48,57.49,8.85,1.07,15.36,38.1,4.09,7.05,2.65,151,Moderate
Lucknow,2020-06-14,53.91,102.68,16.2,38.81,55.01,29.41,0.73,14.37,36.27,4.19,2.79,0.13,130,Moderate
Lucknow,2020-06-15,68.08,128.94,21.13,43.19,64.32,25.87,1.18,11.78,31.29,1.69,4.19,0.1,158,Moderate
Lucknow,2020-06-16,65.19,115.9,12.69,26.92,39.61,9.84,0.95,15.24,41.2,3.71,7.13,0.37,149,Moderate
Lucknow,2020-06-17,71.54,132.99,19.22,40.63,59.85,31.97,0.85,14.18,35.92,0.97,1.63,2.1,144,Moderate
Lucknow,2020-06-18,80.2,151.88,20.68,42.18,62.86,10.38,1.11,14.89,37.03,1.14,5.04,1.01,182,Moderate
Lucknow,2020-06-19,59.21,132.62,16.39,37.37,53.76,6.67,0.94,14.48,42.35,3.07,7.96,2.42,143,Moderate
Lucknow,2020-06-20,58.53,124.73,17.27,39.45,56.72,7.24,1.0,16.01,38.63,0.88,1.57,0.81,148,Moderate
Lucknow,2020-06-21,72.53,142.16,17.0,40.65,57.65,25.72,1.11,12.43,41.4,0.19,2.23,2.16,169,Moderate
Lucknow,2020-06-22,65.44,129.04,21.91,46.1,68.01,22.22,0.92,13.48,37.01,0.63,2.4,2.48,141,Moderate
Lucknow,2020-06-23,76.11,128.33,15.66,37.78,53.44,20.57,0.85,12.36,39.12,1.72,11.89,2.6,162,Moderate
Lucknow,2020-06-24,60.13,126.54,16.74,32.02,48.76,13.19,1.04,14.61,36.7,1.41,1.3,0.93,154,Moderate
Lucknow,2020-06-25,61.97,136.05,18.35,41.34,59.69,13.98,0.93,13.65,33.68,2.89,10.66,1.42,154,Moderate
Lucknow,2020-06-26,61.19,126.3,20.08,37.84,57.92,28.8,1.0,13.94,28.56,1.77,7.12,1.91,149,Moderate
Lucknow,2020-06-27,73.33,150.29,20.67,41.04,61.71,17.28,1.06,12.83,38.5,4.41,2.98,1.31,161,Moderate
Lucknow,2020-06-28,62.81,111.09,19.09,37.01,56.1,14.12,0.89,10.37,30.55,3.67,10.98,0.31,138,Moderate
Lucknow,2020-06-29,64.7,118.24,15.79,33.26,49.05,5.83,1.05,12.4,32.3,1.59,6.51,1.6,140,Moderate
Lucknow,2020-06-30,74.89,129.05,17.33,40.72,58.05,23.99,1.0,10.6,29.49,1.97,0.69,0.18,166,Moderate
Lucknow,2020-07-01,56.39,90.73,21.53,44.4,65.93,32.65,0.85,14.8,41.9,1.04,10.01,2.73,132,Moderate
Lucknow,2020-07-02,58.54,116.83,16.94,38.54,55.48,10.29,1.11,14.96,33.94,2.49,7.01,2.49,154,Moderate
Lucknow,2020-07-03,72.93,146.95,16.43,30.95,47.38,13.49,0.96,13.0,34.5,0.25,1.76,2.26,171,Moderate
Lucknow,2020-07-04,72.32,116.63,18.31,33.94,52.25,14.6,0.76,16.61,33.44,0.91,4.7,2.04,158,Moderate
Lucknow,2020-07-05,69.32,125.7,18.45,40.58,59.03,31.98,0.98,17.26,35.03,1.68,6.03,2.72,158,Moderate
Lucknow,2020-07-06,65.97,138.25,13.43,33.45,46.88,25.92,1.01,11.29,42.19,1.81,7.78,1.86,160,Moderate
Lucknow,2020-07-07,68.94,147.06,15.31,35.28,50.59,19.24,0.96,12.26,38.09,1.19,7.17,2.19,160,Moderate
Lucknow,2020-07-08,65.04,97.29,14.74,34.02,48.76,29.64,0.9,16.37,31.84,0.29,1.63,1.61,139,Moderate
Lucknow,2020-07-09,77.74,148.46,14.77,36.05,50.82,14.78,1.16,14.0,36.61,0.48,11.87,0.76,173,Moderate
Lucknow,2020-07-10,68.19,151.12,17.84,33.4,51.24,30.21,1.08,15.22,36.89,3.09,1.28,0.7,174,Moderate
Lucknow,2020-07-11,59.64,115.4,15.97,35.09,51.06,27.04,1.08,10.21,36.44,0.55,7.64,1.37,152,Moderate
Lucknow,2020-07-12,50.33,103.83,19.11,42.8,61.91,13.05,0.86,11.7,38.51,4.21,8.34,2.03,133,Moderate
Lucknow,2020-07-13,70.88,126.6,18.47,41.96,60.43,15.26,1.26,11.27,36.11,2.2,11.97,1.28,167,Moderate
Lucknow,2020-07-14,59.98,97.82,15.52,36.48,52.0,28.52,0.67,13.49,29.06,0.67,11.03,1.8,134,Moderate
Lucknow,2020-07-15,52.02,126.09,14.89,34.26,49.15,9.13,0.9,11.79,37.21,2.3,9.73,0.91,142,Moderate
Lucknow,2020-07-16,65.2,110.98,16.46,39.37,55.83,33.48,0.89,11.93,34.28,4.44,3.2,2.04,142,Moderate
Lucknow,2020-07-17,64.74,125.75,17.46,37.23,54.69,22.76,0.78,13.18,38.1,0.52,5.99,2.98,143,Moderate
Lucknow,2020-07-18,73.18,129.48,20.04,39.44,59.48,16.69,1.26,10.33,42.85,2.37,0.63,2.39,169,Moderate
Lucknow,2020-07-19,66.63,124.71,15.75,36.71,52.46,20.58,0.95,13.29,36.06,0.72,5.44,1.83,161,Moderate
Lucknow,2020-07-20,60.15,109.01,16.69,33.84,50.53,9.77,1.04,12.42,42.95,1.36,2.91,1.67,141,Moderate
Lucknow,2020-07-21,49.52,96.84,20.32,38.38,58.7,34.57,0.89,12.77,30.02,0.94,7.74,1.65,120,Moderate
Lucknow,2020-07-22,56.01,105.86,16.5,37.9,54.4,20.33,0.82,14.52,34.43,1.58,5.73,0.58,133,Moderate
Lucknow,2020-07-23,60.29,114.69,18.99,38.77,57.76,30.34,1.03,12.54,28.61,1.36,3.29,2.08,142,Moderate
Lucknow,2020-07-24,66.11,108.79,18.82,38.93,57.75,18.4,0.83,12.43,36.14,1.06,4.56,1.53,147,Moderate
Lucknow,2020-07-25,61.94,109.22,19.51,41.87,61.38,12.23,0.96,10.88,39.66,1.22,4.9,0.52,140,Moderate
Lucknow,2020-07-26,77.58,123.86,18.86,36.02,54.88,17.3,1.11,15.95,34.0,0.22,8.49,2.37,165,Moderate
Lucknow,2020-07-27,64.33,106.63,18.51,43.17,61.68,23.2,1.12,13.11,36.78,3.34,11.7,1.2,152,Moderate
Lucknow,2020-07-28,80.82,149.57,19.13,36.82,55.95,20.04,1.16,12.52,35.51,0.92,1.96,1.81,181,Moderate
Lucknow,2020-07-29,78.04,139.11,15.8,31.48,47.28,16.96,1.12,14.12,39.13,1.26,10.91,0.15,180,Moderate
Lucknow,2020-07-30,66.84,121.12,16.94,39.79,56.73,12.45,1.01,18.21,34.21,0.94,2.32,2.86,150,Moderate
Lucknow,2020-07-31,82.59,111.86,18.16,42.63,60.79,14.98,1.06,13.85,31.97,1.65,4.05,2.94,177,Moderate
Lucknow,2020-08-01,60.2,120.01,15.03,34.91,49.94,25.68,0.89,9.94,37.88,1.01,4.4,0.76,138,Moderate
Lucknow,2020-08-02,66.85,122.03,17.35,38.08,55.43,14.42,0.75,17.77,31.85,4.13,0.98,0.78,147,Moderate
Lucknow,2020-08-03,61.42,116.27,14.2,33.62,47.82,13.74,0.69,15.86,34.41,2.65,10.0,1.15,137,Moderate
Lucknow,2020-08-04,52.9,133.06,17.2,40.94,58.14,12.71,0.76,15.74,42.05,1.97,10.73,1.76,147,Moderate
Lucknow,2020-08-05,49.58,104.62,20.39,42.95,63.34,33.47,0.95,14.8,39.72,1.79,10.08,2.77,142,Moderate
Lucknow,2020-08-06,77.83,137.43,15.01,36.46,51.47,5.91,1.19,11.39,40.26,2.77,4.31,1.31,181,Moderate
Lucknow,2020-08-07,62.11,123.38,18.25,36.51,54.76,25.95,0.98,11.16,32.06,3.45,5.76,0.61,153,Moderate
Lucknow,2020-08-08,78.23,146.25,16.38,38.68,55.06,19.02,1.11,13.06,34.07,2.6,5.71,2.76,187,Moderate
Lucknow,2020-08-09,81.15,132.22,17.75,37.0,54.75,9.6,1.04,12.2,38.95,0.55,6.52,2.06,177,Moderate
Lucknow,2020-08-10,63.28,117.63,15.3,36.16,51.46,13.22,0.94,9.11,35.44,1.15,6.24,0.95,150,Moderate
Lucknow,2020-08-11,81.16,136.14,19.08,40.91,59.99,10.97,1.01,15.92,35.12,0.47,6.56,1.05,164,Moderate
Lucknow,2020-08-12,68.09,118.78,15.92,35.2,51.12,13.14,0.98,17.6,21.38,4.26,4.15,0.28,145,Moderate
Lucknow,2020-08-13,65.9,120.62,20.19,43.6,63.79,10.31,1.0,14.87,37.85,0.75,7.1,1.16,150,Moderate
Lucknow,2020-08-14,82.46,124.4,19.52,38.35,57.87,17.39,0.89,15.09,37.43,2.81,1.85,1.22,157,Moderate
Lucknow,2020-08-15,72.37,144.24,17.19,32.73,49.92,23.35,0.95,13.87,39.38,1.74,0.97,0.77,159,Moderate
Lucknow,2020-08-16,74.01,112.11,20.26,46.53,66.79,29.92,1.01,11.26,38.0,2.24,2.51,0.33,143,Moderate
Lucknow,2020-08-17,78.46,145.66,20.89,40.2,61.09,12.24,1.19,16.18,34.38,3.45,7.1,0.19,173,Moderate
Lucknow,2020-08-18,79.12,153.37,16.81,36.81,53.62,28.91,1.15,13.84,37.17,2.44,6.03,2.44,181,Moderate
Lucknow,2020-08-19,74.46,125.08,16.75,39.06,55.81,23.13,1.06,12.44,37.21,2.01,4.9,0.41,157,Moderate
Lucknow,2020-08-20,70.28,127.61,21.16,43.58,64.74,17.82,1.08,15.9,34.4,3.8,6.6,2.32,164,Moderate
Lucknow,2020-08-21,78.1,138.91,22.6,46.67,69.27,11.59,1.19,15.98,36.96,3.73,1.9,1.9,179,Moderate
Lucknow,2020-08-22,75.18,118.66,15.68,38.15,53.83,11.54,1.07,14.83,37.43,3.46,3.98,2.96,169,Moderate
Lucknow,2020-08-23,80.62,119.64,18.66,38.61,57.27,24.86,0.77,11.42,28.87,0.78,6.25,2.39,144,Moderate
Lucknow,2020-08-24,62.43,109.97,17.15,35.32,52.47,34.79,0.84,13.39,32.89,4.34,10.04,0.87,147,Moderate
Lucknow,2020-08-25,65.6,138.44,17.07,39.93,57.0,26.87,1.13,15.16,38.29,1.66,8.17,0.45,167,Moderate
Lucknow,2020-08-26,65.73,143.19,15.98,35.54,51.52,27.71,0.76,10.6,32.5,3.53,0.67,0.52,164,Moderate
Lucknow,2020-08-27,78.14,142.08,19.6,41.97,61.57,16.03,1.15,11.54,37.89,2.33,7.64,2.69,188,Moderate
Lucknow,2020-08-28,71.99,103.13,18.46,40.12,58.58,18.61,0.82,15.11,35.85,3.6,2.99,2.72,148,Moderate
Lucknow,2020-08-29,59.48,129.59,14.52,35.71,50.23,32.43,0.99,12.34,28.28,0.53,3.71,0.42,145,Moderate
Lucknow,2020-08-30,75.22,133.93,19.2,40.25,59.45,20.04,1.18,14.53,38.5,1.75,3.07,1.72,180,Moderate
Lucknow,2020-08-31,77.97,154.79,18.19,37.1,55.29,24.35,1.24,15.31,41.37,1.08,2.15,2.94,178,Moderate
Lucknow,2020-09-01,70.81,121.02,16.4,33.96,50.36,31.77,1.17,15.42,35.16,4.47,11.65,2.18,171,Moderate
Lucknow,2020-09-02,81.65,154.73,16.08,34.57,50.65,16.47,1.04,15.92,40.26,4.12,3.19,1.78,185,Moderate
Lucknow,2020-09-03,77.8,166.47,16.22,38.47,54.69,20.1,1.21,13.62,33.45,2.97,1.02,0.95,194,Moderate
Lucknow,2020-09-04,84.22,172.52,15.69,33.34,49.03,32.47,1.29,15.08,39.83,1.82,3.2,2.02,194,Moderate
Lucknow,2020-09-05,68.01,110.26,14.53,31.34,45.87,15.95,0.84,16.05,32.91,1.35,1.49,0.88,148,Moderate
Lucknow,2020-09-06,91.52,149.28,15.02,35.92,50.94,26.67,1.45,16.73,42.66,2.74,6.33,2.11,206,Poor
Lucknow,2020-09-07,70.42,174.25,16.24,35.1,51.34,27.48,1.28,13.52,35.39,2.92,5.28,2.07,194,Moderate
Lucknow,2020-09-08,69.54,151.85,14.87,33.38,48.25,20.47,0.93,15.14,40.35,2.94,11.6,2.52,181,Moderate
Lucknow,2020-09-09,85.06,140.04,16.41,37.63,54.04,13.22,1.08,15.98,33.01,0.37,7.56,1.4,176,Moderate
Lucknow,2020-09-10,67.94,141.57,17.99,40.56,58.55,33.0,0.93,15.52,42.25,0.34,2.26,1.32,146,Moderate
Lucknow,2020-09-11,89.76,127.09,17.89,35.86,53.75,22.65,1.2,11.51,34.7,2.21,7.07,1.72,188,Moderate
Lucknow,2020-09-12,71.67,138.63,19.33,38.87,58.2,22.53,1.07,15.74,43.51,0.34,10.74,0.99,173,Moderate
Lucknow,2020-09-13,90.74,167.11,17.15,38.98,56.13,33.69,1.06,15.59,36.84,0.75,9.29,1.94,198,Moderate
Lucknow,2020-09-14,88.29,166.54,16.26,37.71,53.97,22.63,1.15,15.8,35.78,4.33,1.69,0.45,185,Moderate
Lucknow,2020-09-15,92.98,171.83,16.71,35.65,52.36,24.82,1.22,11.88,43.81,1.71,0.82,2.92,201,Poor
Lucknow,2020-09-16,92.48,147.6,16.43,39.31,55.74,27.77,1.06,11.4,36.67,1.52,3.31,2.24,190,Moderate
Lucknow,2020-09-17,79.9,146.2,18.76,41.03,59.79,24.61,0.92,12.23,32.5,2.47,7.5,1.68,174,Moderate
Lucknow,2020-09-18,83.98,149.74,22.48,44.02,66.5,8.23,1.18,14.34,43.49,1.01,4.43,0.76,199,Moderate
Lucknow,2020-09-19,79.59,144.16,16.64,34.52,51.16,5.9,1.2,15.52,33.84,1.47,9.77,1.42,183,Moderate
Lucknow,2020-09-20,84.49,150.49,19.17,36.22,55.39,21.88,1.04,11.48,35.29,3.81,9.25,2.02,198,Moderate
Lucknow,2020-09-21,82.04,139.72,21.44,42.96,64.4,15.02,1.11,13.71,38.96,0.73,3.74,2.71,190,Moderate
Lucknow,2020-09-22,66.75,121.59,21.77,42.77,64.54,9.84,1.01,13.76,38.72,0.79,11.42,1.58,160,Moderate
Lucknow,2020-09-23,76.53,163.66,19.03,39.99,59.02,27.76,1.34,14.41,36.12,1.97,1.35,1.12,193,Moderate
Lucknow,2020-09-24,85.6,178.24,17.96,36.17,54.13,30.29,1.29,12.45,34.55,0.19,3.19,2.84,212,Poor
Lucknow,2020-09-25,87.73,158.83,16.0,35.15,51.15,24.23,1.4,14.87,34.05,3.95,8.1,2.53,205,Poor
Lucknow,2020-09-26,97.55,165.56,17.32,38.17,55.49,17.56,1.39,15.58,37.31,2.42,0.72,1.54,205,Poor
Lucknow,2020-09-27,87.12,166.06,14.27,34.55,48.82,28.58,1.46,15.47,32.61,1.53,8.18,1.14,204,Poor
Lucknow,2020-09-28,89.25,130.94,14.64,35.66,50.3,23.14,1.04,15.22,34.91,0.93,1.19,2.7,179,Moderate
Lucknow,2020-09-29,79.97,170.97,16.97,36.61,53.58,29.04,1.21,12.08,31.1,1.56,2.19,2.63,184,Moderate
Lucknow,2020-09-30,95.03,176.99,18.6,42.09,60.69,8.78,1.4,16.3,38.04,2.48,3.86,2.1,228,Poor
Lucknow,2020-10-01,90.71,167.03,15.32,37.59,52.91,19.25,1.22,16.16,34.35,1.02,1.55,1.29,211,Poor
Lucknow,2020-10-02,86.0,136.83,19.21,36.07,55.28,22.22,1.44,14.62,30.54,0.8,6.45,1.25,193,Moderate
Lucknow,2020-10-03,78.97,138.6,15.43,38.01,53.44,23.97,1.32,15.16,29.83,1.74,10.94,0.2,184,Moderate
Lucknow,2020-10-04,90.76,188.07,16.49,40.93,57.42,6.31,1.38,14.8,34.55,0.23,9.71,0.97,221,Poor
Lucknow,2020-10-05,99.14,160.31,16.17,37.2,53.37,25.23,1.44,14.06,37.35,2.94,7.59,0.87,230,Poor
Lucknow,2020-10-06,90.46,161.12,19.89,42.77,62.66,6.94,1.42,14.83,30.93,2.84,9.86,2.98,202,Poor
Lucknow,2020-10-07,90.36,171.27,16.97,37.9,54.87,19.78,1.37,12.14,30.37,1.68,6.86,0.79,211,Poor
Lucknow,2020-10-08,91.72,168.22,17.1,38.18,55.28,24.27,1.36,10.92,43.79,0.22,4.75,1.64,201,Poor
Lucknow,2020-10-09,89.93,186.49,20.77,40.91,61.68,20.62,1.48,10.75,37.8,3.01,4.61,1.23,213,Poor
Lucknow,2020-10-10,87.49,145.86,17.08,33.48,50.56,15.04,1.32,12.97,34.53,4.09,1.36,0.24,191,Moderate
Lucknow,2020-10-11,91.32,195.93,19.93,42.58,62.51,33.31,1.47,16.17,38.08,1.12,1.18,2.0,219,Poor
Lucknow,2020-10-12,81.08,171.79,17.86,35.33,53.19,31.97,1.17,14.21,35.36,1.24,7.73,0.22,198,Moderate
Lucknow,2020-10-13,80.04,166.11,14.91,33.08,47.99,26.47,1.34,16.49,34.93,2.47,11.23,0.79,195,Moderate
Lucknow,2020-10-14,108.44,204.53,14.13,28.92,43.05,6.95,1.66,11.22,33.1,2.34,11.53,2.94,264,Poor
Lucknow,2020-10-15,118.78,193.59,13.88,31.11,44.99,29.45,1.51,14.23,43.89,0.11,4.34,2.01,241,Poor
Lucknow,2020-10-16,105.33,204.03,18.52,46.04,64.56,9.41,1.44,18.35,34.79,4.4,2.97,2.81,246,Poor
Lucknow,2020-10-17,92.27,154.33,20.31,41.16,61.47,14.88,1.13,11.89,43.29,4.17,11.29,0.22,210,Poor
Lucknow,2020-10-18,90.91,169.95,15.67,31.65,47.32,10.01,1.43,15.3,31.4,3.99,8.32,1.15,211,Poor
Lucknow,2020-10-19,94.09,162.38,18.37,37.51,55.88,9.46,1.33,13.78,37.54,0.21,9.62,0.11,214,Poor
Lucknow,2020-10-20,90.74,151.08,19.43,39.57,59.0,12.4,1.25,14.74,39.32,1.04,6.79,2.07,211,Poor
Lucknow,2020-10-21,102.88,178.25,19.29,45.75,65.04,17.56,1.56,14.96,28.94,1.36,4.4,1.6,234,Poor
Lucknow,2020-10-22,105.82,191.64,16.91,37.75,54.66,19.25,1.52,11.66,42.72,3.83,11.89,1.93,240,Poor
Lucknow,2020-10-23,111.08,187.8,19.66,38.44,58.1,26.96,1.71,14.59,43.28,1.03,5.87,2.94,252,Poor
Lucknow,2020-10-24,108.86,200.51,19.3,40.2,59.5,17.98,1.42,16.07,31.9,3.61,9.25,1.01,244,Poor
Lucknow,2020-10-25,109.25,180.47,13.5,31.07,44.57,21.34,1.55,13.44,32.29,0.75,9.9,0.75,231,Poor
Lucknow,2020-10-26,87.09,176.83,18.71,37.85,56.56,29.82,1.41,14.79,38.57,0.54,8.3,0.87,213,Poor
Lucknow,2020-10-27,85.13,193.91,17.31,42.45,59.76,19.79,1.32,18.15,36.41,4.47,4.96,1.82,213,Poor
Lucknow,2020-10-28,103.03,205.96,18.01,34.41,52.42,34.75,1.49,10.91,40.18,1.63,1.99,0.52,243,Poor
Lucknow,2020-10-29,100.57,178.43,17.36,35.37,52.73,27.48,1.43,12.76,43.09,2.39,6.37,1.93,228,Poor
Lucknow,2020-10-30,88.75,190.66,15.98,33.19,49.17,17.18,1.17,12.23,38.91,3.78,1.34,1.76,217,Poor
Lucknow,2020-10-31,96.86,185.18,18.5,36.59,55.09,23.39,1.3,15.32,37.15,2.41,11.62,0.92,210,Poor
Lucknow,2020-11-01,106.0,197.58,17.55,33.24,50.79,12.48,1.58,14.87,39.3,1.48,1.18,0.85,251,Poor
Lucknow,2020-11-02,108.31,221.25,17.6,32.95,50.55,27.59,1.59,12.84,32.99,1.77,7.86,0.42,251,Poor
Lucknow,2020-11-03,108.92,203.54,19.14,35.75,54.89,32.62,1.56,15.68,29.12,1.68,9.47,2.77,242,Poor
Lucknow,2020-11-04,107.03,199.3,13.8,32.95,46.75,12.55,1.47,14.07,36.4,2.58,7.21,1.77,254,Poor
Lucknow,2020-11-05,114.17,213.18,18.45,38.09,56.54,25.23,1.72,15.79,36.96,3.27,3.5,1.79,263,Poor
Lucknow,2020-11-06,106.87,197.23,18.93,41.3,60.23,32.04,1.4,17.77,40.55,2.34,8.09,2.99,238,Poor
Lucknow,2020-11-07,106.74,191.31,19.75,38.54,58.29,7.25,1.6,13.71,36.57,0.7,7.41,1.6,242,Poor
Lucknow,2020-11-08,105.73,195.23,20.31,38.34,58.65,15.27,1.59,14.46,36.27,1.62,2.04,2.06,246,Poor
Lucknow,2020-11-09,99.85,199.15,22.54,46.15,68.69,25.57,1.73,13.21,35.69,2.81,10.32,2.71,240,Poor
Lucknow,2020-11-10,98.65,185.35,21.1,40.35,61.45,11.83,1.56,14.32,33.97,1.26,1.09,2.83,233,Poor
Lucknow,2020-11-11,127.25,217.62,19.96,41.01,60.97,27.53,1.8,14.75,43.65,0.92,1.76,0.32,272,Poor
Lucknow,2020-11-12,97.08,210.8,18.46,38.47,56.93,34.02,1.53,16.31,29.98,0.65,6.33,0.25,252,Poor
Lucknow,2020-11-13,115.67,194.25,17.51,39.98,57.49,27.62,1.72,15.46,35.68,2.19,10.83,2.41,256,Poor
Lucknow,2020-11-14,109.8,218.18,20.76,41.38,62.14,8.14,1.77,14.06,39.49,4.28,2.6,1.3,252,Poor
Lucknow,2020-11-15,109.81,200.11,15.91,35.0,50.91,16.31,1.49,16.55,38.25,1.15,10.58,2.07,249,Poor
Lucknow,2020-11-16,100.45,180.2,16.86,38.86,55.72,16.95,1.71,12.54,37.64,1.78,3.27,0.73,242,Poor
Lucknow,2020-11-17,113.92,204.5,17.72,40.97,58.69,7.23,1.68,16.19,23.7,1.56,6.2,0.27,255,Poor
Lucknow,2020-11-18,108.15,195.65,14.24,31.53,45.77,7.17,1.58,13.42,35.21,3.2,4.94,1.05,255,Poor
Lucknow,2020-11-19,109.77,206.61,13.6,32.35,45.95,18.31,1.67,15.35,33.6,2.88,6.88,2.94,258,Poor
Lucknow,2020-11-20,120.07,222.96,19.12,37.84,56.96,15.22,1.64,13.13,35.61,4.09,6.77,1.45,270,Poor
Lucknow,2020-11-21,103.42,199.56,18.54,35.07,53.61,22.35,1.61,15.56,29.77,2.96,9.43,0.85,242,Poor
Lucknow,2020-11-22,117.49,206.23,16.85,33.79,50.64,22.4,1.57,12.41,32.64,2.95,4.45,2.33,258,Poor
Lucknow,2020-11-23,111.12,198.21,20.0,38.87,58.87,27.28,1.73,10.46,33.42,0.87,3.66,2.77,255,Poor
Lucknow,2020-11-24,117.84,229.47,19.18,37.5,56.68,22.34,1.8,14.43,34.41,3.83,10.01,2.73,274,Poor
Lucknow,2020-11-25,102.98,201.67,16.85,33.52,50.37,5.66,1.63,11.31,39.19,4.11,2.98,1.92,247,Poor
Lucknow,2020-11-26,113.85,212.68,17.55,38.57,56.12,30.27,1.65,15.54,35.31,1.22,11.97,1.13,266,Poor
Lucknow,2020-11-27,108.91,212.38,15.35,33.53,48.88,30.7,1.55,15.57,38.37,3.35,2.28,1.86,263,Poor
Lucknow,2020-11-28,112.15,193.4,18.01,37.04,55.05,18.78,1.62,17.03,30.05,4.34,3.02,1.8,257,Poor
Lucknow,2020-11-29,116.69,218.16,22.35,44.69,67.04,33.5,1.6,12.33,28.86,3.26,4.81,2.48,260,Poor
Lucknow,2020-11-30,113.28,204.51,17.23,40.41,57.64,28.2,1.53,17.64,35.43,1.51,2.51,1.93,251,Poor
Lucknow,2020-12-01,127.56,240.13,16.78,37.85,54.63,15.07,1.87,12.98,32.6,2.9,2.38,2.32,294,Poor
Lucknow,2020-12-02,123.0,235.59,18.77,38.26,57.03,6.82,1.84,16.66,33.18,3.7,0.99,0.5,283,Poor
Lucknow,2020-12-03,121.99,209.51,16.23,36.56,52.79,21.84,1.73,12.04,40.99,1.25,5.11,1.06,273,Poor
Lucknow,2020-12-04,123.02,207.73,16.55,38.05,54.6,25.02,1.85,15.16,39.11,4.17,11.06,2.19,267,Poor
Lucknow,2020-12-05,118.77,248.03,15.8,37.38,53.18,6.32,1.8,13.75,26.12,0.93,8.31,0.34,290,Poor
Lucknow,2020-12-06,111.87,205.88,17.5,33.0,50.5,29.49,1.52,11.35,35.17,3.47,4.06,2.49,257,Poor
Lucknow,2020-12-07,118.62,224.96,20.56,40.11,60.67,32.71,1.81,13.52,34.98,2.28,10.46,2.86,277,Poor
Lucknow,2020-12-08,104.72,205.45,18.38,42.28,60.66,12.76,1.68,13.69,31.79,3.79,2.73,2.44,263,Poor
Lucknow,2020-12-09,119.59,241.21,16.66,35.02,51.68,33.58,1.74,12.55,35.93,0.78,7.09,2.89,277,Poor
Lucknow,2020-12-10,120.79,197.88,17.91,37.74,55.65,18.88,1.62,10.47,38.1,0.52,9.66,0.61,269,Poor
Lucknow,2020-12-11,113.24,203.14,17.28,35.52,52.8,15.88,1.77,13.71,33.38,0.94,7.77,2.67,259,Poor
Lucknow,2020-12-12,129.96,259.45,20.01,38.71,58.72,23.65,1.91,14.44,35.43,3.93,0.95,2.01,295,Poor
Lucknow,2020-12-13,124.6,242.1,19.67,42.05,61.72,20.58,1.79,15.01,29.6,0.27,1.63,0.39,292,Poor
Lucknow,2020-12-14,111.18,223.2,22.08,44.33,66.41,6.39,1.68,9.94,37.85,3.27,6.71,2.49,267,Poor
Lucknow,2020-12-15,141.67,244.46,20.23,38.59,58.82,33.3,1.95,13.22,34.53,3.98,10.79,0.94,292,Poor
Lucknow,2020-12-16,118.96,225.45,18.03,37.89,55.92,18.22,2.01,15.32,37.21,2.14,11.48,0.5,287,Poor
Lucknow,2020-12-17,138.21,236.13,14.2,31.21,45.41,31.15,1.79,12.95,32.91,2.32,3.26,1.22,297,Poor
Lucknow,2020-12-18,123.22,244.03,16.03,36.18,52.21,18.31,1.81,13.48,36.36,3.7,3.35,1.0,286,Poor
Lucknow,2020-12-19,119.49,238.8,19.1,36.3,55.4,31.9,1.65,16.22,34.59,4.43,5.13,2.47,277,Poor
Lucknow,2020-12-20,103.14,212.86,17.64,39.62,57.26,34.96,1.58,12.6,33.8,1.79,3.35,1.91,265,Poor
Lucknow,2020-12-21,128.41,248.11,17.14,31.27,48.41,26.32,1.89,14.36,28.37,4.22,8.09,0.12,302,Very Poor
Lucknow,2020-12-22,124.39,233.27,17.11,34.74,51.85,14.34,1.74,11.17,34.54,0.45,8.65,1.43,291,Poor
Lucknow,2020-12-23,103.64,234.58,16.89,38.58,55.47,15.66,1.66,15.92,39.26,2.4,6.59,2.09,260,Poor
Lucknow,2020-12-24,121.56,248.27,21.05,42.36,63.41,11.37,1.88,14.51,32.43,3.24,2.56,0.15,295,Poor
Lucknow,2020-12-25,119.84,220.03,19.12,37.57,56.69,30.23,1.87,13.72,38.96,1.95,10.48,1.63,282,Poor
